overlay_id,city_key,city_name,icao,lat,lon,role_layer,role_kind,source_family,source_instance_key,provider,product_name,station_or_product_id,source_station_name,source_station_lat,source_station_lon,distance_km,distance_basis,coverage_relation,priority_rank,is_primary,is_derived,derived_from,endpoint_url,delay_minutes,delay_basis,freshness_rule,valid_from,valid_to,verification_status,evidence_refs,notes
denver|forecast|openmeteo_previous_runs_denver,denver,Denver,KBKF,39.71,-104.76,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_denver,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,39.71,-104.76,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
denver|forecast|nws_forecast_denver,denver,Denver,KBKF,39.71,-104.76,forecast,nws_forecast,nws_forecast,nws_forecast_denver,National Weather Service,NWS Points Forecast,"39.7130,-104.7580",NWS forecast point,39.71,-104.76,0.000,model_anchor,national,40,true,false,,"https://api.weather.gov/points/39.713,-104.758",,official forecast lifecycle; no fixed public SLA,latest grid-point point forecast,2026-04-21,,official_partial,https://www.weather.gov/documentation/services-web-api,US forecast supplement.
denver|history|wu_history_denver,denver,Denver,KBKF,39.71,-104.76,history,settlement_history,wu_icao_history,wu_history_denver,Weather Underground,Weather Underground Historical Weather,KBKF,KBKF,39.71,-104.76,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/us/denver/KBKF,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/us/denver/KBKF,WU settlement/history page; current settlement source in config/cities.json.
denver|history|meteostat_bulk_denver,denver,Denver,KBKF,39.71,-104.76,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_denver,Meteostat,Meteostat bulk hourly archive,KBKF0,KBKF0,39.71,-104.76,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
denver|observation|aviationweather_metar_denver,denver,Denver,KBKF,39.71,-104.76,observation,airport_metar,aviationweather_metar,aviationweather_metar_denver,AviationWeather.gov,Aviation Weather METAR,KBKF,KBKF,39.71,-104.76,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
denver|observation|aviationweather_taf_denver,denver,Denver,KBKF,39.71,-104.76,observation,airport_taf,aviationweather_taf,aviationweather_taf_denver,AviationWeather.gov,Aviation Weather TAF,KBKF,KBKF,39.71,-104.76,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
denver|observation|madis_hfmetar_denver,denver,Denver,KBKF,39.71,-104.76,observation,madis_hfmetar,madis_hfmetar,madis_hfmetar_denver,NOAA MADIS,MADIS HFMETAR / 1-minute ASOS,KBKF,KBKF,39.71,-104.76,0.000,same_airport_proxy,airport,220,true,false,,https://madis-data.ncep.noaa.gov/madisPublic1/data/LDAD/hfmetar/netCDF/,5,official 5-minute processing / storage cadence,near-real-time airport observation,2026-04-21,,official_explicit,https://madis.ncep.noaa.gov/madis_metar.shtml; https://madis.ncep.noaa.gov/madis_OMO.shtml,US airport current-observation mirror used for fill and monitoring.
denver|nearby|global_metar_cluster_denver,denver,Denver,KBKF,39.71,-104.76,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_denver,PolyWeather composition over AviationWeather,Global METAR cluster,KBKF,Global METAR cluster,39.71,-104.76,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
guangzhou|forecast|openmeteo_forecast_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_guangzhou,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,23.39,113.31,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
guangzhou|forecast|openmeteo_ensemble_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_guangzhou,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,23.39,113.31,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
guangzhou|forecast|openmeteo_previous_runs_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_guangzhou,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,23.39,113.31,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
guangzhou|history|wu_history_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,history,settlement_history,wu_icao_history,wu_history_guangzhou,Weather Underground,Weather Underground Historical Weather,ZGGG,ZGGG,23.39,113.31,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG,WU settlement/history page; current settlement source in config/cities.json.
guangzhou|history|meteostat_bulk_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_guangzhou,Meteostat,Meteostat bulk hourly archive,59287,59287,23.39,113.31,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
guangzhou|observation|aviationweather_metar_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,observation,airport_metar,aviationweather_metar,aviationweather_metar_guangzhou,AviationWeather.gov,Aviation Weather METAR,ZGGG,ZGGG,23.39,113.31,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
guangzhou|observation|aviationweather_taf_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,observation,airport_taf,aviationweather_taf,aviationweather_taf_guangzhou,AviationWeather.gov,Aviation Weather TAF,ZGGG,ZGGG,23.39,113.31,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
guangzhou|observation|amsc_awos_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,observation,amsc_awos,amsc_awos,amsc_awos_guangzhou,AMSC,AMSC AWOS airport weather,ZGGG,ZGGG,23.39,113.31,0.000,airport_proxy_unverified,airport,250,true,false,,,,no stable public endpoint found in this pass,latest airport weather,2026-04-21,,repo_only,/Users/leofitz/zeus/src/data,China mainland AWOS family observed in repo rules; no public doc re-audited here.
guangzhou|nearby|global_metar_cluster_guangzhou,guangzhou,Guangzhou,ZGGG,23.39,113.31,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_guangzhou,PolyWeather composition over AviationWeather,Global METAR cluster,ZGGG,Global METAR cluster,23.39,113.31,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
helsinki|forecast|openmeteo_forecast_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_helsinki,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,60.33,24.96,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
helsinki|forecast|openmeteo_ensemble_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_helsinki,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,60.33,24.96,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
helsinki|forecast|openmeteo_previous_runs_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_helsinki,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,60.33,24.96,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
helsinki|history|wu_history_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,history,settlement_history,wu_icao_history,wu_history_helsinki,Weather Underground,Weather Underground Historical Weather,EFHK,EFHK,60.33,24.96,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/fi/helsinki/EFHK,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/fi/helsinki/EFHK,WU settlement/history page; current settlement source in config/cities.json.
helsinki|history|meteostat_bulk_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_helsinki,Meteostat,Meteostat bulk hourly archive,02974,02974,60.33,24.96,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
helsinki|observation|aviationweather_metar_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,observation,airport_metar,aviationweather_metar,aviationweather_metar_helsinki,AviationWeather.gov,Aviation Weather METAR,EFHK,EFHK,60.33,24.96,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
helsinki|observation|aviationweather_taf_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,observation,airport_taf,aviationweather_taf,aviationweather_taf_helsinki,AviationWeather.gov,Aviation Weather TAF,EFHK,EFHK,60.33,24.96,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
helsinki|observation|fmi_current_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,observation,fmi_current,fmi_10min,fmi_current_helsinki,Finnish Meteorological Institute,FMI 10-minute observations,EFHK,EFHK,60.33,24.96,0.000,airport_proxy_unverified,city,250,true,false,,https://opendata.fmi.fi/wfs,10,official 10-minute observation cadence,10-minute current obs,2026-04-21,,official_explicit,https://opendata.fmi.fi/wfs,Helsinki current observation family.
helsinki|nearby|fmi_official_nearby_helsinki,helsinki,Helsinki,EFHK,60.33,24.96,nearby,fmi_official_nearby,fmi_official_nearby,fmi_official_nearby_helsinki,Finnish Meteorological Institute,FMI official nearby station support,EFHK,EFHK,60.33,24.96,0.000,airport_proxy_unverified,nearby_cluster,255,false,true,fmi_current,https://opendata.fmi.fi/wfs,10,same 10-minute WFS cadence,official nearby fallback,2026-04-21,,official_explicit,https://opendata.fmi.fi/wfs,Helsinki nearby official support from FMI.
hong-kong|forecast|openmeteo_forecast_hong-kong,hong-kong,Hong Kong,,22.30,114.17,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_hong-kong,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,22.30,114.17,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
hong-kong|forecast|openmeteo_ensemble_hong-kong,hong-kong,Hong Kong,,22.30,114.17,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_hong-kong,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,22.30,114.17,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
hong-kong|forecast|openmeteo_previous_runs_hong-kong,hong-kong,Hong Kong,,22.30,114.17,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_hong-kong,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,22.30,114.17,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
hong-kong|forecast|hko_forecast_hong_kong,hong-kong,Hong Kong,,22.30,114.17,forecast,hko_forecast,hko_forecast,hko_forecast_hong_kong,Hong Kong Observatory,HKO forecast products,HKO,Hong Kong Observatory Headquarters,22.30,114.17,0.000,official_hq_page,city,45,true,false,,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php,,forecast issue/update cadence varies by product; no single fixed SLA,latest issued forecast,2026-04-21,,official_partial,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php; https://data.weather.gov.hk/weatherAPI/opendata/weather.php; https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/HKO_open_data_10min_wind_Documentation.pdf,Hong Kong forecast lane paired with HKO observations.
hong-kong|settlement|hko_daily_hong_kong,hong-kong,Hong Kong,,22.30,114.17,settlement,settlement_current,hko_daily_api,hko_daily_hong_kong,Hong Kong Observatory,HKO Open Data Climate API,HKO,Hong Kong Observatory Headquarters,22.30,114.17,0.000,official_hq_page,city,100,true,false,,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php,,monthly climate data increments and completeness flags; no fixed minute-level SLA,monthly climate completion + realtime supplement,2026-04-21,,official_explicit,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php; https://data.weather.gov.hk/weatherAPI/opendata/weather.php; https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/HKO_open_data_10min_wind_Documentation.pdf,Hong Kong settlement source is HKO only; airport/WU fallback is prohibited.
hong-kong|observation|hko_realtime_hong_kong,hong-kong,Hong Kong,,22.30,114.17,observation,hourly_realtime,hko_realtime_api,hko_realtime_hong_kong,Hong Kong Observatory,HKO realtime weather.php rhrread,HKO,Hong Kong Observatory Headquarters,22.30,114.17,0.000,official_hq_page,city,110,true,false,,https://data.weather.gov.hk/weatherAPI/opendata/weather.php,10,official 10-minute update family for regional weather observations,realtime hourly supplement,2026-04-21,,official_explicit,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php; https://data.weather.gov.hk/weatherAPI/opendata/weather.php; https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/HKO_open_data_10min_wind_Documentation.pdf,Realtime hourly supplement for the Hong Kong settlement path.
hong-kong|observation|hko_obs_hong-kong,hong-kong,Hong Kong,,22.30,114.17,observation,hko_obs,hko_obs,hko_obs_hong-kong,Hong Kong Observatory,HKO regional weather observation,HKO,Hong Kong Observatory Headquarters,22.30,114.17,0.000,official_hq_page,city,250,true,false,,https://data.weather.gov.hk/weatherAPI/opendata/weather.php,10,official 10-minute regional observation cadence,10-minute current obs,2026-04-21,,official_explicit,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php; https://data.weather.gov.hk/weatherAPI/opendata/weather.php; https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/HKO_open_data_10min_wind_Documentation.pdf,HKO current observation lane.
hong-kong|observation|cowin_obs_hong_kong,hong-kong,Hong Kong,,22.30,114.17,observation,cowin_obs,cowin_obs,cowin_obs_hong_kong,CoWIN HKU,CoWIN series observations,6087,CoWIN 6087,22.32,114.17,2.224,official_station_page,city,260,false,false,,https://cowin.hku.hk/API/data/CoWIN/series,,minute-level series; no fixed public SLA page found,current series,2026-04-21,,official_partial,https://cowin.hku.hk/english/series.html; https://cowin.hku.hk/english/download.html; https://cowin.hku.hk/english/downloadbulk.html,Hong Kong supplemental source used alongside HKO.
hong-kong|observation|cowin_today_obs_hong_kong,hong-kong,Hong Kong,,22.30,114.17,observation,cowin_today_obs,cowin_today_obs,cowin_today_obs_hong_kong,CoWIN HKU,CoWIN today series,6087,CoWIN 6087,22.32,114.17,2.224,official_station_page,city,261,false,true,cowin_obs,https://cowin.hku.hk/API/data/CoWIN/series,,today series derived from the same feed,today-only series,2026-04-21,,official_partial,https://cowin.hku.hk/english/series.html; https://cowin.hku.hk/english/download.html; https://cowin.hku.hk/english/downloadbulk.html,Today-only CoWIN view used as a separate overlay source.
houston|forecast|openmeteo_forecast_houston,houston,Houston,KHOU,29.65,-95.28,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_houston,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,29.65,-95.28,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
houston|forecast|openmeteo_ensemble_houston,houston,Houston,KHOU,29.65,-95.28,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_houston,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,29.65,-95.28,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
houston|forecast|openmeteo_previous_runs_houston,houston,Houston,KHOU,29.65,-95.28,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_houston,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,29.65,-95.28,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
houston|forecast|nws_forecast_houston,houston,Houston,KHOU,29.65,-95.28,forecast,nws_forecast,nws_forecast,nws_forecast_houston,National Weather Service,NWS Points Forecast,"29.6458,-95.2821",NWS forecast point,29.65,-95.28,0.000,model_anchor,national,40,true,false,,"https://api.weather.gov/points/29.64582,-95.28214",,official forecast lifecycle; no fixed public SLA,latest grid-point point forecast,2026-04-21,,official_partial,https://www.weather.gov/documentation/services-web-api,US forecast supplement.
houston|history|wu_history_houston,houston,Houston,KHOU,29.65,-95.28,history,settlement_history,wu_icao_history,wu_history_houston,Weather Underground,Weather Underground Historical Weather,KHOU,KHOU,29.65,-95.28,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/us/houston/KHOU,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/us/houston/KHOU,WU settlement/history page; current settlement source in config/cities.json.
houston|history|meteostat_bulk_houston,houston,Houston,KHOU,29.65,-95.28,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_houston,Meteostat,Meteostat bulk hourly archive,SC9N0,SC9N0,29.65,-95.28,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
houston|observation|aviationweather_metar_houston,houston,Houston,KHOU,29.65,-95.28,observation,airport_metar,aviationweather_metar,aviationweather_metar_houston,AviationWeather.gov,Aviation Weather METAR,KHOU,KHOU,29.65,-95.28,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
houston|observation|aviationweather_taf_houston,houston,Houston,KHOU,29.65,-95.28,observation,airport_taf,aviationweather_taf,aviationweather_taf_houston,AviationWeather.gov,Aviation Weather TAF,KHOU,KHOU,29.65,-95.28,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
houston|observation|madis_hfmetar_houston,houston,Houston,KHOU,29.65,-95.28,observation,madis_hfmetar,madis_hfmetar,madis_hfmetar_houston,NOAA MADIS,MADIS HFMETAR / 1-minute ASOS,KHOU,KHOU,29.65,-95.28,0.000,same_airport_proxy,airport,220,true,false,,https://madis-data.ncep.noaa.gov/madisPublic1/data/LDAD/hfmetar/netCDF/,5,official 5-minute processing / storage cadence,near-real-time airport observation,2026-04-21,,official_explicit,https://madis.ncep.noaa.gov/madis_metar.shtml; https://madis.ncep.noaa.gov/madis_OMO.shtml,US airport current-observation mirror used for fill and monitoring.
houston|nearby|global_metar_cluster_houston,houston,Houston,KHOU,29.65,-95.28,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_houston,PolyWeather composition over AviationWeather,Global METAR cluster,KHOU,Global METAR cluster,29.65,-95.28,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
istanbul|forecast|openmeteo_forecast_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_istanbul,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,41.28,28.75,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
istanbul|forecast|openmeteo_ensemble_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_istanbul,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,41.28,28.75,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
